filepath,condition,mos,dataset,split
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02657_chp_0001_reader_06038_23_seg_live_skype_147.wav,Skype,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02668_chp_0001_reader_06016_42_seg_live_phone_148.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02668_chp_0001_reader_06016_42_seg_live_skype_148.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02684_chp_0005_reader_02521_31_seg_live_phone_149.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02684_chp_0005_reader_02521_31_seg_live_skype_149.wav,Skype,3.22222222222222,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02690_chp_0026_reader_02994_2_seg_live_phone_150.wav,VoIP-landline to mobile,2.71428571428571,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02690_chp_0026_reader_02994_2_seg_live_skype_150.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02788_chp_0014_reader_09450_33_seg_live_phone_152.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02788_chp_0014_reader_09450_33_seg_live_skype_152.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02857_chp_0004_reader_00061_10_seg_live_phone_154.wav,VoIP-landline to mobile,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02857_chp_0004_reader_00061_10_seg_live_skype_154.wav,Skype,3.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02886_chp_0006_reader_01614_11_seg_live_phone_157.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02886_chp_0006_reader_01614_11_seg_live_skype_157.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02889_chp_0004_reader_11139_48_seg_live_phone_158.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02889_chp_0004_reader_11139_48_seg_live_skype_158.wav,Skype,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02919_chp_0022_reader_03491_24_seg_live_phone_160.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02919_chp_0022_reader_03491_24_seg_live_skype_160.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02922_chp_0034_reader_06496_26_seg_live_phone_161.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02922_chp_0034_reader_06496_26_seg_live_skype_161.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02939_chp_0000_reader_08101_31_seg_live_phone_162.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02939_chp_0000_reader_08101_31_seg_live_skype_162.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02947_chp_0001_reader_10156_34_seg_live_phone_163.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02947_chp_0001_reader_10156_34_seg_live_skype_163.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02955_chp_0003_reader_01516_0_seg_live_phone_164.wav,VoIP-landline to mobile,2.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02955_chp_0003_reader_01516_0_seg_live_skype_164.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02972_chp_0050_reader_02616_12_seg_live_phone_165.wav,VoIP-landline to mobile,2.125,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02972_chp_0050_reader_02616_12_seg_live_skype_165.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02999_chp_0003_reader_07666_23_seg_live_phone_166.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_02999_chp_0003_reader_07666_23_seg_live_skype_166.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03044_chp_0001_reader_08135_16_seg_live_phone_168.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03044_chp_0001_reader_08135_16_seg_live_skype_168.wav,Skype,1.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03044_chp_0010_reader_10028_17_seg_live_phone_169.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03044_chp_0010_reader_10028_17_seg_live_skype_169.wav,Skype,2.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03046_chp_0002_reader_10193_16_seg_live_phone_170.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03046_chp_0002_reader_10193_16_seg_live_skype_170.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03050_chp_0038_reader_01464_18_seg_live_phone_171.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03050_chp_0038_reader_01464_18_seg_live_skype_171.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03063_chp_0018_reader_07471_19_seg_live_phone_172.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03063_chp_0018_reader_07471_19_seg_live_skype_172.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03063_chp_0030_reader_07461_10_seg_live_phone_173.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03063_chp_0030_reader_07461_10_seg_live_skype_173.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03072_chp_0004_reader_01440_24_seg_live_phone_174.wav,VoIP-landline to mobile,3.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03072_chp_0004_reader_01440_24_seg_live_skype_174.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03074_chp_0011_reader_08933_5_seg_live_phone_175.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03074_chp_0011_reader_08933_5_seg_live_skype_175.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03074_chp_0038_reader_09251_4_seg_live_phone_176.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03074_chp_0038_reader_09251_4_seg_live_skype_176.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03091_chp_0025_reader_00291_22_seg_live_phone_177.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03091_chp_0025_reader_00291_22_seg_live_skype_177.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03094_chp_0015_reader_00453_1_seg_live_phone_178.wav,VoIP-landline to mobile,2.1666666666666696,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03094_chp_0015_reader_00453_1_seg_live_skype_178.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03111_chp_0004_reader_06682_2_seg_live_phone_179.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03111_chp_0004_reader_06682_2_seg_live_skype_179.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03134_chp_0001_reader_03640_24_seg_live_phone_180.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03134_chp_0001_reader_03640_24_seg_live_skype_180.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03152_chp_0023_reader_06007_7_seg_live_phone_181.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03152_chp_0023_reader_06007_7_seg_live_skype_181.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03156_chp_0002_reader_07870_11_seg_live_phone_182.wav,VoIP-landline to mobile,2.57142857142857,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03156_chp_0002_reader_07870_11_seg_live_skype_182.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03172_chp_0028_reader_02258_11_seg_live_phone_183.wav,VoIP-landline to mobile,2.22222222222222,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03172_chp_0028_reader_02258_11_seg_live_skype_183.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03191_chp_0005_reader_11346_26_seg_live_phone_184.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03191_chp_0005_reader_11346_26_seg_live_skype_184.wav,Skype,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03227_chp_0059_reader_06518_5_seg_live_phone_185.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03227_chp_0059_reader_06518_5_seg_live_skype_185.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03227_chp_0097_reader_10785_4_seg_live_phone_186.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03227_chp_0097_reader_10785_4_seg_live_skype_186.wav,Skype,2.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03273_chp_0012_reader_03308_11_seg_live_phone_188.wav,VoIP-landline to mobile,2.57142857142857,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03273_chp_0012_reader_03308_11_seg_live_skype_188.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03280_chp_0012_reader_05618_15_seg_live_phone_189.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03280_chp_0012_reader_05618_15_seg_live_skype_189.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03282_chp_0023_reader_03269_45_seg_live_phone_190.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03282_chp_0023_reader_03269_45_seg_live_skype_190.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03350_chp_0011_reader_04046_13_seg_live_phone_193.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03350_chp_0011_reader_04046_13_seg_live_skype_193.wav,Skype,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03350_chp_0012_reader_02646_9_seg_live_phone_194.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03350_chp_0012_reader_02646_9_seg_live_skype_194.wav,Skype,2.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03363_chp_0006_reader_03399_17_seg_live_phone_195.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03363_chp_0006_reader_03399_17_seg_live_skype_195.wav,Skype,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03376_chp_0006_reader_09116_34_seg_live_phone_196.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03376_chp_0006_reader_09116_34_seg_live_skype_196.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03395_chp_0013_reader_03482_0_seg_live_phone_197.wav,VoIP-landline to mobile,3.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03395_chp_0013_reader_03482_0_seg_live_skype_197.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03499_chp_0000_reader_07179_28_seg_live_phone_198.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03499_chp_0000_reader_07179_28_seg_live_skype_198.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03510_chp_0024_reader_01936_26_seg_live_phone_199.wav,VoIP-landline to mobile,2.71428571428571,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03510_chp_0024_reader_01936_26_seg_live_skype_199.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03549_chp_0001_reader_01297_2_seg_live_phone_200.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03549_chp_0001_reader_01297_2_seg_live_skype_200.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03549_chp_0002_reader_01296_7_seg_live_phone_201.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03549_chp_0002_reader_01296_7_seg_live_skype_201.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03549_chp_0003_reader_09053_15_seg_live_phone_202.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03549_chp_0003_reader_09053_15_seg_live_skype_202.wav,Skype,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03549_chp_0005_reader_07726_1_seg_live_phone_203.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03549_chp_0005_reader_07726_1_seg_live_skype_203.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03576_chp_0017_reader_02708_17_seg_live_phone_206.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03576_chp_0017_reader_02708_17_seg_live_skype_206.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03598_chp_0012_reader_02414_8_seg_live_phone_207.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03598_chp_0012_reader_02414_8_seg_live_skype_207.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03607_chp_0030_reader_06524_7_seg_live_phone_208.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03607_chp_0030_reader_06524_7_seg_live_skype_208.wav,Skype,3.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03629_chp_0010_reader_02691_15_seg_live_phone_209.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03629_chp_0010_reader_02691_15_seg_live_skype_209.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03629_chp_0016_reader_02385_12_seg_live_phone_210.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03629_chp_0016_reader_02385_12_seg_live_skype_210.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03644_chp_0023_reader_05462_24_seg_live_phone_211.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03644_chp_0023_reader_05462_24_seg_live_skype_211.wav,Skype,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03651_chp_0003_reader_01358_13_seg_live_phone_212.wav,VoIP-landline to mobile,2.875,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03651_chp_0003_reader_01358_13_seg_live_skype_212.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03665_chp_0005_reader_08460_25_seg_live_phone_213.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03665_chp_0005_reader_08460_25_seg_live_skype_213.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03668_chp_0016_reader_05276_39_seg_live_phone_214.wav,VoIP-landline to mobile,2.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03668_chp_0016_reader_05276_39_seg_live_skype_214.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03783_chp_0056_reader_01309_21_seg_live_phone_215.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03783_chp_0056_reader_01309_21_seg_live_skype_215.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03795_chp_0013_reader_10577_6_seg_live_phone_216.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03795_chp_0013_reader_10577_6_seg_live_skype_216.wav,Skype,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03812_chp_0024_reader_06217_8_seg_live_phone_217.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03812_chp_0024_reader_06217_8_seg_live_skype_217.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03815_chp_0001_reader_02525_5_seg_live_phone_218.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03815_chp_0001_reader_02525_5_seg_live_skype_218.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03820_chp_0005_reader_03266_0_seg_live_phone_219.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03820_chp_0005_reader_03266_0_seg_live_skype_219.wav,Skype,2.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03825_chp_0001_reader_05438_24_seg_live_phone_220.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03825_chp_0001_reader_05438_24_seg_live_skype_220.wav,Skype,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03892_chp_0013_reader_08226_10_seg_live_phone_221.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03892_chp_0013_reader_08226_10_seg_live_skype_221.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03919_chp_0024_reader_09074_1_seg_live_phone_223.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03919_chp_0024_reader_09074_1_seg_live_skype_223.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03922_chp_0001_reader_03997_7_seg_live_phone_224.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03922_chp_0001_reader_03997_7_seg_live_skype_224.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03929_chp_0002_reader_06367_19_seg_live_phone_225.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03929_chp_0002_reader_06367_19_seg_live_skype_225.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03965_chp_0007_reader_06412_1_seg_live_phone_227.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03965_chp_0007_reader_06412_1_seg_live_skype_227.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03983_chp_0014_reader_02441_15_seg_live_phone_229.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03983_chp_0014_reader_02441_15_seg_live_skype_229.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03987_chp_0004_reader_03348_53_seg_live_phone_230.wav,VoIP-landline to mobile,1.625,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03987_chp_0004_reader_03348_53_seg_live_skype_230.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03987_chp_0010_reader_09877_1_seg_live_phone_231.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_03987_chp_0010_reader_09877_1_seg_live_skype_231.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04000_chp_0002_reader_02567_12_seg_live_phone_232.wav,VoIP-landline to mobile,1.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04000_chp_0002_reader_02567_12_seg_live_skype_232.wav,Skype,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04004_chp_0016_reader_01967_23_seg_live_phone_233.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04004_chp_0016_reader_01967_23_seg_live_skype_233.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04021_chp_0001_reader_02675_3_seg_live_phone_234.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04021_chp_0001_reader_02675_3_seg_live_skype_234.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04049_chp_0014_reader_06991_6_seg_live_phone_235.wav,VoIP-landline to mobile,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04049_chp_0014_reader_06991_6_seg_live_skype_235.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04059_chp_0018_reader_01243_38_seg_live_phone_236.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_04059_chp_0018_reader_01243_38_seg_live_skype_236.wav,Skype,2.1,nisqa_train_live,calibration
