filepath,condition,mos,dataset,split
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03848_book_02685_chp_0011_reader_08563_18_seg.wav,simulated,4.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03849_book_07459_chp_0005_reader_09735_21_seg.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03850_1_1195_2_7_001-ch6-speaker_seg55.wav,simulated,3.77777777777778,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03851_3_25_2_7_001-ch6-speaker_seg13.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03852_book_01365_chp_0008_reader_07859_1_seg.wav,simulated,4.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03853_book_06510_chp_0006_reader_06952_7_seg.wav,simulated,4.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03854_3_1289_2_7_001-ch6-speaker_seg68.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03855_3_845_2_7_001-ch6-speaker_seg16.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03856_book_04562_chp_0022_reader_11786_2_seg.wav,simulated,1.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03857_tsp_2_FL_03.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03858_1_1001_2_7_001-ch6-speaker_seg7.wav,simulated,1.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03859_2_1127_2_7_001-ch6-speaker_seg59.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03860_2_616_2_7_001-ch6-speaker_seg26.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03861_book_01096_chp_0015_reader_09970_19_seg.wav,simulated,2.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03862_sof_06136_01320716501_seg.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03863_som_05223_00302468318_seg.wav,simulated,4.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03864_book_10007_chp_0006_reader_06690_81_seg.wav,simulated,3.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03865_wem_09334_00769162213_seg.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03866_2_1349_2_7_001-ch6-speaker_seg67.wav,simulated,2.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03867_book_02397_chp_0012_reader_09253_40_seg.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03868_book_06326_chp_0007_reader_09503_0_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03869_book_07940_chp_0002_reader_00131_10_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03870_book_01005_chp_0062_reader_01449_11_seg.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03871_4_858_2_7_001-ch6-speaker_seg12.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03872_book_03534_chp_0003_reader_05383_4_seg.wav,simulated,2.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03873_sof_06592_01894149152_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03874_book_08574_chp_0002_reader_00849_5_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03875_book_04144_chp_0017_reader_09816_2_seg.wav,simulated,3.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03876_book_00754_chp_0006_reader_01630_25_seg.wav,simulated,4.7,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03877_book_08749_chp_0004_reader_07105_18_seg.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03878_1_728_2_7_001-ch6-speaker_seg1.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03879_4_596_2_7_001-ch6-speaker_seg73.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03880_2_1165_2_7_001-ch6-speaker_seg123.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03881_book_06687_chp_0002_reader_07640_17_seg.wav,simulated,4.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03882_2_847_2_7_001-ch6-speaker_seg39.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03883_4_727_2_7_001-ch6-speaker_seg9.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03884_1_871_2_7_001-ch6-speaker_seg8.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03885_book_08385_chp_0014_reader_05085_0_seg.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03886_2_1306_2_7_001-ch6-speaker_seg66.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03887_book_05813_chp_0012_reader_10236_10_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03888_book_04723_chp_0001_reader_11431_46_seg.wav,simulated,4.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03889_4_373_2_7_001-ch6-speaker_seg8.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03890_1_645_2_7_001-ch6-speaker_seg35.wav,simulated,3.375,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03891_4_766_2_7_001-ch6-speaker_seg66.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03892_4_524_2_7_001-ch6-speaker_seg15.wav,simulated,4.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03893_book_01215_chp_0007_reader_07280_62_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03894_book_00737_chp_0013_reader_08682_76_seg.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03895_2_944_2_7_001-ch6-speaker_seg92.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03896_book_06562_chp_0011_reader_10509_19_seg.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03897_book_11315_chp_0005_reader_00502_4_seg.wav,simulated,2.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03898_sof_07973_01291236019_seg.wav,simulated,2.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03899_som_03034_00489269761_seg.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03900_4_1316_2_7_001-ch6-speaker_seg103.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03901_tsp_2_FE_27.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03902_som_00712_01574594767_seg.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03903_3_414_2_7_001-ch6-speaker_seg61.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03904_1_1290_2_7_001-ch6-speaker_seg19.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03905_3_408_2_7_001-ch6-speaker_seg115.wav,simulated,1.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03906_book_03576_chp_0010_reader_01903_14_seg.wav,simulated,1.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03907_1_871_2_7_001-ch6-speaker_seg26.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03908_book_08550_chp_0005_reader_04856_38_seg.wav,simulated,2.875,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03909_3_423_2_7_001-ch6-speaker_seg125.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03910_book_04961_chp_0010_reader_05897_4_seg.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03911_3_643_2_7_001-ch6-speaker_seg40.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03912_book_05689_chp_0012_reader_05270_20_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03913_book_01222_chp_0015_reader_01154_4_seg.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03914_book_01294_chp_0012_reader_06008_40_seg.wav,simulated,4.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03915_1_1193_2_7_001-ch6-speaker_seg75.wav,simulated,1.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03916_1_595_2_7_001-ch6-speaker_seg64.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03917_2_267_2_7_001-ch6-speaker_seg95.wav,simulated,1.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03918_book_01227_chp_0005_reader_10297_14_seg.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03919_book_00603_chp_0015_reader_08994_31_seg.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03920_3_818_2_7_001-ch6-speaker_seg56.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03921_4_283_2_7_001-ch6-speaker_seg15.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03922_3_1077_2_7_001-ch6-speaker_seg8.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03923_book_08115_chp_0009_reader_02296_8_seg.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03924_1_222_2_7_001-ch6-speaker_seg35.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03925_4_128_2_7_001-ch6-speaker_seg59.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03926_book_02628_chp_0009_reader_01248_72_seg.wav,simulated,2.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03927_3_969_2_7_001-ch6-speaker_seg45.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03928_1_973_2_7_001-ch6-speaker_seg21.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03929_1_1097_2_7_001-ch6-speaker_seg65.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03930_1_501_2_7_001-ch6-speaker_seg64.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03931_2_68_2_7_001-ch6-speaker_seg35.wav,simulated,4.66666666666667,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03932_1_571_2_7_001-ch6-speaker_seg121.wav,simulated,4.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03933_book_06674_chp_0020_reader_00304_19_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03934_wef_04310_00372861704_seg.wav,simulated,1.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03935_book_06028_chp_0025_reader_05355_9_seg.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03936_book_01294_chp_0012_reader_06008_41_seg.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03937_irm_04310_00329362554_seg.wav,simulated,3.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03938_3_1000_2_7_001-ch6-speaker_seg50.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03939_3_589_2_7_001-ch6-speaker_seg79.wav,simulated,4.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03940_book_08294_chp_0002_reader_03080_1_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03941_2_127_2_7_001-ch6-speaker_seg74.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03942_nof_04310_01535561961_seg.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03943_4_923_2_7_001-ch6-speaker_seg99.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03944_book_09010_chp_0004_reader_00486_0_seg.wav,simulated,4.42857142857143,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03945_3_270_2_7_001-ch6-speaker_seg30.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03946_book_09868_chp_0005_reader_10362_46_seg.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03947_4_540_2_7_001-ch6-speaker_seg15.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03948_1_51_2_7_001-ch6-speaker_seg14.wav,simulated,3.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03949_book_02526_chp_0035_reader_04857_15_seg.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03950_tsp_2_ML_15.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03951_tsp_2_FB_04.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03952_book_07940_chp_0006_reader_11470_32_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03953_book_02228_chp_0015_reader_01935_0_seg.wav,simulated,4.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03954_2_534_2_7_001-ch6-speaker_seg25.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03955_4_499_2_7_001-ch6-speaker_seg139.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03956_4_45_2_7_001-ch6-speaker_seg42.wav,simulated,2.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03957_2_1132_2_7_001-ch6-speaker_seg52.wav,simulated,2.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03958_som_05223_00216696858_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03959_book_06542_chp_0005_reader_03684_2_seg.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03960_tsp_2_MD_17.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03961_book_10067_chp_0015_reader_10411_3_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03962_4_100_2_7_001-ch6-speaker_seg23.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03963_4_1368_2_7_001-ch6-speaker_seg30.wav,simulated,2.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03964_book_02965_chp_0004_reader_05356_28_seg.wav,simulated,4.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03965_1_748_2_7_001-ch6-speaker_seg135.wav,simulated,2.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03966_sof_02121_00720705280_seg.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03967_2_772_2_7_001-ch6-speaker_seg137.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03968_book_08507_chp_0018_reader_03443_1_seg.wav,simulated,3.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03969_3_801_2_7_001-ch6-speaker_seg5.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03970_book_02526_chp_0035_reader_04857_7_seg.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03971_book_02501_chp_0014_reader_02604_41_seg.wav,simulated,4.44444444444444,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03972_2_491_2_7_001-ch6-speaker_seg86.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03973_2_264_2_7_001-ch6-speaker_seg36.wav,simulated,2.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03974_book_07908_chp_0021_reader_10063_21_seg.wav,simulated,4.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03975_4_698_2_7_001-ch6-speaker_seg75.wav,simulated,1.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03976_2_1336_2_7_001-ch6-speaker_seg30.wav,simulated,3.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03977_book_05680_chp_0012_reader_09392_25_seg.wav,simulated,2.25,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03978_4_373_2_7_001-ch6-speaker_seg31.wav,simulated,2.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03979_book_09672_chp_0000_reader_07516_3_seg.wav,simulated,1.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03980_book_08179_chp_0019_reader_11364_4_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03981_tsp_2_MJ_29.wav,simulated,4.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03982_book_11315_chp_0005_reader_00502_9_seg.wav,simulated,3.11111111111111,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03983_2_750_2_7_001-ch6-speaker_seg27.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03984_book_08301_chp_0016_reader_07285_1_seg.wav,simulated,4.5,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03985_2_1067_2_7_001-ch6-speaker_seg17.wav,simulated,1.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03986_book_11030_chp_0029_reader_10777_6_seg.wav,simulated,4.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03987_1_785_2_7_001-ch6-speaker_seg88.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03988_1_722_2_7_001-ch6-speaker_seg64.wav,simulated,1.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03989_1_537_2_7_001-ch6-speaker_seg8.wav,simulated,2.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03990_book_09110_chp_0026_reader_00634_18_seg.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03991_book_01505_chp_0012_reader_00563_19_seg.wav,simulated,4.42857142857143,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03992_book_10155_chp_0005_reader_01432_8_seg.wav,simulated,2.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03993_book_00154_chp_0002_reader_05605_15_seg.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03994_1_918_2_7_001-ch6-speaker_seg44.wav,simulated,3.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03995_4_1108_2_7_001-ch6-speaker_seg60.wav,simulated,5.0,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03996_3_1204_2_7_001-ch6-speaker_seg63.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03997_book_03287_chp_0002_reader_03297_12_seg.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03998_4_499_2_7_001-ch6-speaker_seg41.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c03999_2_1350_2_7_001-ch6-speaker_seg15.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04000_3_90_2_7_001-ch6-speaker_seg53.wav,simulated,2.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04001_book_05537_chp_0003_reader_03337_93_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04002_book_08160_chp_0022_reader_03323_3_seg.wav,simulated,4.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04003_3_801_2_7_001-ch6-speaker_seg58.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04004_4_698_2_7_001-ch6-speaker_seg26.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04005_book_01799_chp_0012_reader_00349_8_seg.wav,simulated,3.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04006_2_1151_2_7_001-ch6-speaker_seg37.wav,simulated,4.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04007_book_00082_chp_0011_reader_01593_29_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04008_1_1332_2_7_001-ch6-speaker_seg105.wav,simulated,1.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04009_1_562_2_7_001-ch6-speaker_seg18.wav,simulated,4.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04010_book_04178_chp_0000_reader_00601_14_seg.wav,simulated,4.75,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04011_book_00436_chp_0003_reader_07728_44_seg.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04012_book_05767_chp_0015_reader_06592_36_seg.wav,simulated,4.8,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04013_book_08741_chp_0003_reader_09047_36_seg.wav,simulated,3.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04014_book_06402_chp_0006_reader_02059_0_seg.wav,simulated,4.2,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04015_tsp_2_MG_20.wav,simulated,4.4,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04016_2_910_2_7_001-ch6-speaker_seg60.wav,simulated,3.6,nisqa_train_sim,train
..\..\data\NISQA_Corpus\NISQA_TRAIN_SIM\deg\c04017_book_05965_chp_0001_reader_04042_32_seg.wav,simulated,3.4,nisqa_train_sim,train
